⺀	⿱丶丶
𨞅	〾郿
𨞆	〾鄮
𨞇	〾郯
𨞈	⿰⿱⿱羽一矢阝
𨞉	〾鄄
𨞊	⿰菐阝
𨞋	⿰⿸厂堇阝
𨞌	⿰⿱卯豆阝
𨞍	⿰⿳吅〾之屮阝
𨞎	⿰⿱口軍阝
𨞏	⿰單邑
𨞐	⿰盛阝
𨞑	⿰邕臭
𨞒	⿰⿰禾昔阝
𨞓	⿰奧阝
𨞔	〾巷
𨞕	⿰蜀阝
𨞖	⿰零阝
𨞗	⿰羣阝
𨞘	⿰⿸虍豆阝
𨞙	⿰⿸虍豕阝
𨞚	⿰盟阝
𨞛	〾葛
𨞜	⿰⿻大⿰目目阝
𨞝	〾鄮
𨞞	⿰⿱朋皿阝
𨞟	〾郊
𨞠	〾巷
𨞡	⿰會邑
𨞢	⿰⿱夾氺阝
𨞣	⿰歳阝
𨞤	⿰會阝
𨞥	〾郭
𨞦	⿰⿸虍豕邑
𨞧	⿰⿱炎舛阝
𨞨	⿰蓋阝
𨞩	⿰翟阝
𨞪	⿰壽阝
𨞫	⿰蒙阝
𨞬	⿰⿸厂⿳里儿土阝
𨞭	⿰〾毚阝
𨞮	〾鄹
𨞯	⿰夢邑
𨞱	⿰⿱口堂阝
𨞲	⿰龵⿰馬阝
𨞳	〾劓
𨞴	⿰⿱炎回阝
𨞵	〾鄮
𨞶	⿰⿱自果阝
𨞷	⿰⿱〾刊虫阝
𨞸	⿲邑皀邑
𨞹	⿰⿸虍林阝
𨞺	⿰厲阝
𨞻	〾鄜
𨞼	⿰蔓阝
𨞽	⿰⿱田⿰田田阝
𨞾	⿰興阝
𨞿	⿰羹阝
𨟀	⿰黎阝
𨟁	⿰⿳⿱艹罒冖方阝
𨟂	⿰⿱艹魚阝
𨟃	⿰徵阝
𨟄	⿱樊邑
𨟅	⿰樊阝
𨟆	⿰蓼阝
𨟇	⿰魯阝
𨟈	⿰⿰彡尋阝
𨟉	⿰奭阝
𨟊	⿰質阝
𨟋	⿰⿱臼〾思阝
𨟌	⿲彡⿳彐吅寸阝
𨟍	〾郭
𨟎	〾酅
𨟏	⿰⿱炎〾廪阝
𨟐	⿰〾堂阝
𨟑	⿰歷阝
𨟒	⿰⿳⿱艹罒冖目阝
𨟓	〾霍
𨟔	⿰〾蔓阝
𨟕	⿰⿱⿰至至日阝
𨟖	〾磨
𨟗	⿰蔿阝
𨟘	⿰⿱雨並阝
𨟙	⿰嬰阝
𨟚	⿰襄阝
𨟛	⿰⿻⿱土八皕阝
𨟜	⿰⿱鹵早阝
𨟝	⿰香⿰育阝
𨟞	〾都
𨟟	⿰⿸厤石阝
𨟠	⿰瞿阝
𨟡	⿰⿰耳〾德阝
𨟢	⿰璹阝
𨟣	⿰⿱鹵〾厚阝
𨟤	〾鄜
𨟥	⿰⿱磊木阝
𨟦	⿰⿱⿱⿴𦥑囟大㔾阝
𨟧	⿰⿳爫罒⿰艮木阝
𨟨	⿰⿱宿革阝
𨟩	⿰〾覃邑
𨟪	〾鄯
𨟫	⿰⿱⿰丙丙鹿阝
𨟬	⿰〾覃阝
𨟭	⿰〾莒阝
𨟮	⿱⿰霝攵邑
𨟯	⿰靈阝
𨟰	〾恤
𨟱	⿰酉凡
𨟲	⿹弋酉
𨟳	⿰酉义
𨟴	⿰酉勻
𨟵	⿰酉比
𨟶	⿰戈酉
𨟷	⿰酉不
𨟸	⿰酉勿
𨟹	〾酓
𨟺	〾湎
𨟻	⿰爿酉
𨟼	⿰酉亢
𨟽	⿰火酉
𨟾	⿰酉氏
𨟿	⿰酉爻
𨠀	〾醐
𨠁	⿰酉冗
𨠂	〾醐
𨠃	⿰酉攴
𨠄	⿰酉尤
𨠅	⿰酉欠
𨠆	〾酒
𨠇	〾斟
𨠈	⿰酉〾友
𨠉	⿰酉心
𨠊	〾酒
𨠋	⿰酉瓜
𨠌	⿰酉冬
𨠍	⿰酉代
𨠎	⿰酉令
𨠏	〾醍
𨠐	⿰酉此
𨠑	⿰酉⿱⿰丿一也
𨠒	⿳厶大酉
𨠔	⿰酉必
𨠕	⿰酉永
𨠖	〾疱
𨠗	⿰酉央
𨠘	〾粕
𨠙	⿰酉丕
𨠚	⿰酉旦
𨠛	〾缸
𨠜	⿰酉皮
𨠝	⿰酉未
𨠞	⿰酉匆
𨠟	⿰酉平
𨠠	〾醒
𨠡	〾酸
𨠢	⿱弁酉
𨠣	⿰酉正
𨠤	⿰酉戎
𨠥	⿰酉危
𨠦	⿰酉交
𨠧	⿰耳酉
𨠨	⿰酉齐
𨠩	〾酬
𨠪	〾醉
𨠫	⿰酋尤
𨠬	⿰酉老
𨠭	⿱合酉
𨠮	〾酗
𨠯	〾酗
𨠰	⿱伐酉
𨠱	⿰酉⿱夂⿱一𠀁
𨠲	⿰酉任
𨠳	⿰酉亥
𨠴	⿰酉西
𨠵	⿰酉光
𨠶	⿰酉色
𨠷	〾糟
𨠸	⿰酉巠
𨠹	⿰酉⿱大木
𨠺	⿰酉亨
𨠻	⿰酉完
𨠼	⿰酉宋
𨠽	⿰酉成
𨠾	⿹⿶戈⿻二丨酉
𨠿	⿰酉夾
𨡀	⿰酉肖
𨡁	⿰酉見
𨡂	〾醯
𨡃	〾酵
𨡄	⿰酉言
𨡅	〾醚
𨡆	〾酵
𨡇	〾醯
𨡈	⿰酉壯
𨡉	⿰酉〾侵
𨡊	⿰酉别
𨡋	⿰酉杏
𨡌	⿰酉委
𨡍	⿰酉沓
𨡎	⿰酉念
𨡏	⿰酉典
𨡐	⿱制酉
𨡑	⿰酉周
𨡒	⿰酉匋
𨡔	⿱〾尚酉
𨡕	⿰酉卑
𨡖	⿰酉⿱⿱一𠀁皿
𨡗	⿰酉穹
𨡘	⿰酉制
𨡙	⿰酉单
𨡚	⿰酉育
𨡛	⿺鬼酉
𨡜	⿰酉肴
𨡝	〾醢
𨡞	〾湎
𨡟	⿰酉〾畀
𨡠	⿰酉〾胥
𨡡	⿱⿰酋巳亼
𨡢	⿱⿰今欠酉
𨡣	⿱念酉
𨡤	⿰酉⿱亠因
𨡥	⿰酉⿱丶否
𨡦	⿰⿰酉⿱幺月乚
𨡧	⿰酉狀
𨡨	⿰酉其
𨡩	⿰酉⿱癶殳
𨡪	⿰酉施
𨡫	⿰酉軍
𨡬	⿰酉〾盥
𨡭	⿱⿰矛攵酉
𨡮	⿰酉怱
𨡯	⿰酉南
𨡰	⿱⿰爿酉皿
𨡱	⿰酉苦
𨡲	⿰酉秋
𨡳	⿰酓⿱彡几
𨡴	⿰酉酋
𨡵	⿰酉盅
𨡶	⿱⿰皮开酉
𨡷	〾醐
𨡸	⿰酉⿱艹尒
𨡹	⿰酉泉
𨡺	⿰酉贵
𨡻	〾醙
𨡼	⿰酉⿱⿲丨丨又皿
𨡽	⿰酉⿱左月
𨡾	⿰酉思
𨡿	〾醢
𨢀	〾酵
𨢁	〾食
𨢂	⿰酉胤
𨢃	⿰酉⿱宀〾缶
𨢄	⿰酉鬼
𨢅	⿰酋卒
𨢆	⿰酉桑
𨢇	⿰酉留
𨢈	⿰〾卓酋
𨢉	⿰酉豈
𨢊	⿰酉⿳冖一豕
𨢋	⿱⿰⿳士冖一殳酉
𨢌	⿰酉鬲
𨢍	⿰酉耆
𨢎	⿰酉冥
𨢏	⿱⿰月刑酉
𨢐	⿰酉旁
𨢑	⿰酉兼
𨢒	⿱⿰臣⿱⿰丿一二酉
𨢓	〾犒
𨢔	⿰酉⿱⿱大土日
𨢕	⿰酉茶
𨢖	⿰酉⿱幺貝
𨢗	〾醢
𨢘	〾醯
𨢙	⿰酉⿱兆手
𨢚	⿱差酉
𨢛	⿱窄酉
𨢜	〾榷
𨢝	⿰酉⿱爫臼
𨢟	⿰酉荄
𨢠	⿰酉⿱宀〾盈
𨢡	⿰酉畢
𨢢	⿰酉莫
𨢣	⿰酉頃
𨢤	⿱⿰声殳酉
𨢥	⿰酉曼
𨢦	⿰酉責
𨢧	⿰酉窑
𨢨	⿰酉〾匆
𨢩	⿰酉⿱⿰丿一昜
𨢪	⿰酉巢
𨢫	⿰酉⿹⿷⿴弓工工口
𨢬	⿰酉荼
𨢭	〾酥
𨢮	⿱⿰知于酉
𨢯	⿱淰酉
𨢰	⿱知⿰酉亏
𨢱	⿱⿰知子酉
𨢲	⿰酉宿
𨢳	⿰酉⿱尤〾旨
𨢴	⿰酉盒
𨢵	⿰酉祭
𨢶	〾烹
𨢷	⿰酉鹿
𨢸	⿰酉盖
𨢹	⿱⿰皮刑酉
𨢺	⿰酉⿱厶胥
𨢻	⿰酉眼
𨢼	⿰酉⿱⿱囟儿夊
𨢽	〾酸
𨢾	⿰酉〾需
𨢿	⿰酉單
𨣀	⿰酉尞
𨣁	⿰酉善
𨣂	⿰酉⿱共虫
𨣃	⿰酉勞
𨣄	⿰酉華
𨣅	⿰酉最
𨣆	⿰酉奠
𨣇	⿰酉閒
𨣈	⿰酉貴
𨣉	⿰酉間
𨣊	⿰酉⿹⿷⿴弓工工口
𨣋	〾醋
𨣌	⿰酉〾覃
𨣍	⿰酉奢
𨣎	⿰酉⿱⿰丿一〾盥
𨣏	⿰酉答
𨣐	〾醮
𨣑	〾酵
𨣒	〾酮
𨣓	〾醯
𨣔	⿰酉叅
𨣕	⿰酉盜
𨣖	⿰酉零
𨣗	⿱⿰⿱車凵殳酉
𨣘	⿰酉⿱宓皿
𨣙	⿰酉雹
𨣚	⿰酉亶
𨣛	⿰酉甞
𨣜	⿰酉⿱朿貝
𨣝	⿰酉感
𨣞	⿰酉義
𨣟	⿰酉微
𨣠	⿰酉⿱罒〾幸
𨣡	⿰酋宿
𨣢	⿰酉遂
𨣣	⿰酉⿱⿱从从左
𨣤	⿰酉禁
𨣥	⿰酉愛
𨣦	⿰酉與
𨣧	⿰酉齊
𨣨	⿰酉監
𨣩	⿳〾垂⿻兀一酉
𨣪	〾酸
𨣫	⿰酉魁
𨣬	⿰酉⿱雨⿸厂巴
𨣭	⿰酉〾窗
𨣮	⿰酉⿱窄皿
𨣯	⿰酉⿱冖鼎
𨣰	⿰酉〾蠡
𨣱	⿰酉蔑
𨣲	⿰酉⿹⿶戈十韭
𨣳	⿰酉⿳亠吕⿱卝⿻二丨
𨣴	⿰酉摩
𨣵	⿰酉賛
𨣶	⿰酉⿱亯⿱卝⿻二丨
𨣷	⿰酉歷
𨣸	⿰酉覧
𨣹	〾糟
𨣺	〾酥
𨣻	⿱⿰女僉酉
𨣼	⿰酉〾窗
𨣽	⿰酉⿸麻示
𨣾	⿱彌酉
𨣿	⿰酉麋
𨤀	⿰酉⿱雨品
𨤁	⿰酉〾熏
𨤂	⿰酉⿱⿱〾炎冖酉
𨤃	⿰酉藏
𨤄	⿰酉⿱〾竹閒
𨤅	〾醯
𨤆	⿰酉贊
𨤇	〾醙
𨤈	〾糟
𨤉	⿰酉⿱⿴𦥑囟辰
𨤊	⿰酉⿳爫罒⿰鬯又
𨤋	⿰酉覽
𨤌	⿰酉〾覃
𨤍	⿰酉靈
𨤎	⿰酉鹽
𨤏	〾播
𨤑	⿱釆⿰⿰𡿨丿又
𨤓	〾眷
𨤔	⿺尾采
𨤕	⿰釆奄
𨤖	〾卷
𨤗	〾眷
𨤘	⿱釆枼
𨤙	⿳釆大糸
𨤚	⿱釆冓
𨤛	⿰釆容
𨤜	〾豢
𨤝	⿱釆⿻丨⿱甘开
𨤞	⿰釆⿱⿱艹日禸
𨤟	⿰釆⿱血幸
𨤠	⿰釆翟
𨤡	⿰釆廣
𨤢	⿰少里
𨤣	〾重
𨤤	⿰里也
𨤥	〾量
𨤦	〾量
𨤧	⿰里尔
𨤨	⿲亻丨重
𨤩	⿱必里
𨤪	⿳山大里
𨤫	⿱〾亦里
𨤬	〾堇
𨤭	⿱來里
𨤮	⿰里炎
𨤯	⿰重同
𨤰	⿱尔理
𨤱	⿺是里
𨤲	⿸⿱⿰牙攵厂里
𨤳	⿱林厘
𨤴	⿰重疌
𨤵	⿰里淡
𨤶	⿰重重
𨤷	⿱⿰里里〾旨
𨤸	⿱敕厘
𨤹	⿰重集
𨤺	⿰⿱來厘支
𨤻	⿱爾理
𨤼	⿰重曩
𨤽	⿰釒匕
𨤾	〾金
𨤿	⿰釒人
𨥀	〾金
𨥁	⿰釒又
𨥂	⿰釒孑
𨥃	⿰釒〾九
𨥄	〾金
𨥅	⿰釒丈
𨥆	⿰釒久
𨥇	⿰釒寸
𨥈	⿰釒己
𨥉	⿰釒山
𨥊	⿰釒气
𨥋	⿰釒手
𨥌	⿰釒氏
𨥍	⿰釒凶
𨥎	〾鏦
𨥏	⿱父金
𨥐	⿰釒仇
𨥑	⿰釒卝
𨥒	⿱⿹勹冫金
𨥓	⿱切金
𨥔	⿰釒切
𨥕	⿰釒云
𨥖	⿱金双
𨥗	⿱水金
𨥙	⿰釒井
𨥚	⿰釒帀
𨥛	⿰釒互
𨥜	⿰釒夭
𨥝	⿰釒〾爪
𨥞	⿰釒⿱𠆢十
𨥟	⿰釒兮
𨥠	⿰釒尹
𨥡	⿰釒⿱厶几
𨥢	⿱⿶凵又金
𨥣	⿱〾甘金
𨥤	〾舒
𨥥	⿰釒丱
𨥧	⿰釒乏
𨥨	〾矛
𨥩	⿰金⿵几⿱一丅
𨥪	⿰釒⿻十⿳丶丶丶
𨥫	⿱卯金
𨥬	⿱奴金
𨥭	⿰釒永
𨥮	⿰釒示
𨥯	⿰釒瓦
𨥰	⿰釒右
𨥱	⿰釒囚
𨥲	〾銎
𨥳	⿰釒⿹巿丿
𨥴	⿱石金
𨥶	⿰釒代
𨥷	⿰令金
𨥸	⿰釒匈
𨥹	⿰釒〾包
𨥺	⿰釒弘
𨥻	⿰釒〾夬
𨥼	⿰釒札
𨥽	⿰釒冋
𨥾	⿰釒平
𨥿	⿰釒巧
𨦀	⿰釒叫
𨦁	⿰釒仕
𨦂	⿰釒礼
𨦃	⿰釒〾朵
𨦄	⿰釒〾吟
𨦅	⿰釒杀
𨦆	⿰釒〾杳
𨦇	⿰釒⿻夫丷
𨦈	⿰釒曲
𨦉	⿰釒朿
𨦊	⿱金⿰王匕
𨦋	⿱𦍌金
𨦌	⿰釒⿱〾立刀
𨦍	⿰釒臣
𨦎	⿰釒麦
𨦐	⿸⿰釒干⿺又丶
𨦑	⿰釒匡
𨦒	⿰釒劣
𨦓	⿰釒⿱𠆢〾土
𨦔	⿱如金
𨦕	⿰釒㓝
𨦖	⿰釒〾陋
𨦗	⿰釒灰
𨦘	⿰釒⿱大弓
𨦙	⿰釒列
𨦚	⿰釒⿱口大
𨦛	⿰釒伏
𨦜	〾矛
𨦝	⿰釒⿱爫刀
𨦞	⿰釒舟
𨦟	⿰釒夅
𨦠	⿱次金
𨦡	⿰釒羊
𨦢	⿰釒〾臾
𨦣	⿰釒⿱公儿
𨦤	⿰釒⿱亠⿱土乙
𨦥	⿰釒池
𨦦	⿰釒宇
𨦧	⿰釒年
𨦨	⿰釒⿵𠘨帀
𨦩	⿰釒妄
𨦪	⿰釒仰
𨦫	⿰釒羽
𨦬	⿰釒折
𨦭	⿰釒牢
𨦮	⿱汲金
𨦯	⿰釒役
𨦰	⿰釒丣
𨦱	⿰釒囱
𨦲	⿰釒劫
𨦳	⿰金㕯
𨦴	⿱𦥑金
𨦵	⿰釒〾芒
𨦶	⿰釒扶
𨦷	⿱〾攸金
𨦸	⿰金⿱占儿
𨦹	⿰釒邢
𨦺	⿰釒邑
𨦻	⿰釒男
𨦼	⿰釒言
𨦽	⿰釒吝
𨦾	⿰釒⿱乂术
𨦿	⿰釒〾刑
𨧁	⿱沈金
𨧂	⿲金⿱丷廾刂
𨧃	⿰釒杏
𨧄	⿰釒匣
𨧅	⿰釒声
𨧆	⿰釒否
𨧇	⿰釒⿷匸丙
𨧈	⿰釒〾芋
𨧉	⿰釒⿱日女
𨧊	⿱每金
𨧋	⿱⿰⿸匚丿攵金
𨧍	⿰釒⿱夗又
𨧎	〾銎
𨧏	⿰釒〾眼
𨧐	⿰釒吞
𨧑	⿰釒⿱爫工
𨧒	⿱⿰户巳金
𨧓	⿰釒〾至
𨧔	⿱⿰夕攴金
𨧕	⿱金言
𨧖	⿰釒床
𨧗	⿰鈁彡
𨧘	⿰釒判
𨧙	⿰釒⿱弔口
𨧚	⿰釒矣
𨧛	⿰金〾些
𨧜	⿰釒邦
𨧝	⿰釒但
𨧞	⿰釒⿺廴卬
𨧟	⿰釒忍
𨧠	⿰釒肝
𨧡	⿰釒君
𨧢	⿰釒别
𨧣	⿰釒壳
𨧤	⿰釒亨
𨧥	⿰釒些
𨧦	⿱陂金
𨧧	⿰釒⿻豕丶
𨧨	⿰釒芮
𨧩	⿰釒宕
𨧪	⿰釒帚
𨧫	⿰釒事
𨧬	⿰釒妻
𨧭	⿱⿰禾士金
𨧮	⿱弥金
𨧯	⿰釒陁
𨧰	⿰釒乖
𨧱	⿰釒屈
𨧲	⿰釒⿱𠫓木
𨧳	⿱制金
𨧴	⿰金⿸厂⿱火又
𨧵	⿰釒⿱⿶凵又壬
𨧶	⿰釒〾劫
𨧷	⿰釒叔
𨧸	⿱板金
𨧹	⿰釒明
𨧺	⿰釒秉
𨧻	⿰釒弦
𨧼	⿰釒芬
𨧽	⿱社金
𨧾	⿰⿰釒支支
𨧿	⿱〾炎金
𨨀	⿰釒空
𨨁	⿰釒〾塞
𨨂	⿰釒⿻肀月
𨨃	⿰釒⿱子且
𨨄	⿰釒兩
𨨅	⿰釒或
𨨆	⿰釒⿱⿻大丷亏
𨨇	⿰釒⿱十〾杳
𨨈	⿰金⿳艹ス又
𨨉	⿰金⿱⿱艹八𠤎
𨨊	⿰釒⿱日开
𨨋	⿰釒炅
𨨌	⿰釒⿱日⿱丿土
𨨍	⿰釒⿸虍乃
𨨎	⿰釒邱
𨨐	⿰釒岱
𨨑	⿱和金
𨨒	⿰釒受
𨨓	⿰釒妹
𨨔	⿰釒肩
𨨕	⿰釒参
𨨖	〾珍
𨨗	⿱林金
𨨘	⿰釒⿰臣又
𨨙	⿰釒⿷匚⿰幺幺
𨨚	⿰釒⿱少火
𨨛	⿰釒和
𨨜	⿰釒乳
𨨝	⿰釒舍
𨨞	〾斧
𨨟	⿰釒〾匆
𨨠	⿰釒匊
𨨡	⿰釒於
𨨢	⿰釒炊
𨨣	⿰釒具
𨨤	⿰釒⿰扌去
𨨥	⿰釒〾深
𨨦	⿰釒枚
𨨧	⿰釒妾
𨨨	⿰釒征
𨨩	⿰釒忠
𨨪	⿰釒制
𨨫	⿰釒采
𨨬	⿱⿰⿱巛万刂金
𨨭	⿰釒⿱艹双
𨨮	⿰釒弥
𨨯	⿰釒奏
𨨰	⿰釒⿱而大
𨨱	⿰釒活
𨨲	⿰釒持
𨨳	⿰釒⿱夂缶
𨨴	⿰釒⿱⿺𠃊目巛
𨨵	⿰釒研
𨨶	⿰釒卸
𨨷	⿰釒突
𨨸	⿰釒⿱亡虫
𨨹	⿰釒耷
𨨺	〾削
𨨻	⿰釒⿱癶殳
𨨼	⿱⿰丬全金
𨨽	⿰金⿰⿱𠂊彐攵
𨨾	⿳上⿰土土金
𨨿	⿰釒〾叟
𨩀	⿰釒〾侯
𨩁	〾兜
𨩂	〾犁
𨩃	⿰釒春
𨩄	⿰釒昱
𨩅	⿰釒洪
𨩆	⿰釒威
𨩇	⿰釒南
𨩈	⿰釒背
𨩉	⿰釒奐
𨩊	⿰釒酋
𨩋	⿰釒胃
𨩌	⿰釒奕
𨩍	⿰釒姜
𨩎	⿰釒亮
𨩏	⿰釒⿱玄牛
𨩐	⿰釒娄
𨩑	⿰釒⿱十⿱日廾
𨩒	⿰釒⿱土⿰土土
𨩓	⿰⿱士⿰士士金
𨩔	⿰釒述
𨩕	⿱⿰車又金
𨩖	⿰釒苓
𨩗	⿰釒品
𨩘	〾罅
𨩙	⿰釒盈
𨩚	⿰釒保
𨩛	⿱金星
𨩜	⿰釒⿸虍于
𨩝	⿰釒⿸虍彐
𨩞	〾罅
𨩟	⿰釒⿱山各
𨩠	⿰釒省
𨩡	⿰釒⿱目歹
𨩢	⿰釒看
𨩣	⿰釒盆
𨩤	⿰釒⿱〾申丂
𨩥	⿰釒封
𨩦	⿰釒苟
𨩧	⿰南金
𨩨	⿰釒查
𨩩	⿰釒冒
𨩪	⿰釒⿱山虫
𨩫	⿰釒便
𨩬	⿰釒⿱囟大
𨩭	⿰釒食
𨩮	〾扃
𨩯	⿰釒勉
𨩰	⿰釒⿱夂⿱一生
𨩱	⿰釒彥
𨩲	⿰釒咨
𨩳	⿰釒⿱䒑全
𨩴	⿰釒穿
𨩵	⿰釒⿱穴反
𨩶	⿰釒冠
𨩷	⿰釒⿰〾仁殳
𨩸	⿰釒⿳⿰弓弓一八
𨩹	〾銎
𨩺	〾鍪
𨩻	⿰釒⿳⿶凵又八夊
𨩼	⿰金疌
𨩽	〾罅
𨩾	⿰釒⿱注乙
𨩿	⿰釒厚
𨪀	⿰釒某
𨪁	⿰釒要
𨪂	⿰釒〾遂
𨪃	⿰釒亭
𨪄	⿱⿰土向金
𨪅	⿱鈹毛
𨪆	⿰釒竒
𨪇	⿰釒⿱世冉
𨪈	⿰釒鬼
𨪉	⿰釒虒
𨪊	⿰釒蚤
𨪋	⿰釒冓
𨪌	⿰釒耆
𨪍	⿰釒娑
𨪎	⿰釒彧
𨪏	⿰釒疾
𨪑	⿰錢刂
𨪒	⿰釒⿰号号
𨪓	⿰釒茗
𨪔	⿱⿰牜全金
𨪕	⿰釒芻
𨪗	⿰釒⿱〾竹内
𨪘	⿸⿰釒灰火
𨪙	⿰釒将
𨪚	⿰釒軒
𨪛	⿰釒原
𨪜	⿰釒恩
𨪝	⿰釒虔
𨪞	⿰金〾痛
𨪟	〾錞
𨪠	〾鏊
𨪡	⿰釒⿱㐫比
𨪢	⿰釒⿷羌厶
𨪣	⿱⿰⿱丶丙攵金
𨪤	⿰釒弱
𨪥	⿰釒珠
𨪦	⿰釒秦
𨪧	⿱⿲木㐅木金
𨪨	⿰釒⿸虍牛
𨪩	⿰釒茶
𨪪	〾鑅
𨪫	⿰釒⿱水臼
𨪭	⿰釒⿸厃⿱八丰
𨪮	⿰釒⿱巛肖
𨪯	〾鏦
𨪰	⿰釒〾垂
𨪱	⿱⿰正正金
𨪲	⿰釒⿱⿻土丷田
𨪳	⿰釒⿱而火
𨪴	⿰釒⿱尤〾旨
𨪵	⿰鉬句
𨪶	⿰釒晏
𨪷	⿰釒骨
𨪸	⿰釒〾垂
𨪹	⿺銑王
𨪺	⿰金⿶凵⿻千从
𨪻	⿰釒〾奔
𨪼	⿰釒〾垂
𨪽	⿰釒⿱自王
𨪾	⿰釒〾虒
𨪿	⿰釒⿱夗由
𨫀	⿰釒展
𨫁	⿰釒⿱癶⿱⿱冂一乂
𨫂	⿰釒〾叟
𨫃	⿰釒宰
𨫄	⿰釒班
𨫅	⿰釒倫
𨫆	⿰釒庭
𨫇	⿰釒朕
𨫈	⿰釒座
𨫉	⿰釒時
𨫊	⿰釒栗
𨫋	⿰釒貢
𨫌	⿰釒晉
𨫍	⿰釒恵
𨫎	〾珍
𨫏	⿰釒率
𨫐	⿰釒窒
𨫑	⿰釒患
𨫒	⿰釒〾漏
𨫓	⿰釒⿹戈呈
𨫔	⿱埶金
𨫕	⿰釒寇
𨫖	⿰釒⿰亻昜
𨫗	⿰釒⿳𠂊田火
𨫘	⿰金〾器
𨫙	⿰金⿱⿱⿰丿一吕夂
𨫚	〾錞
𨫛	⿰釒⿱⿰龶刀石
𨫜	⿰金⿱杳小
𨫝	⿰釒⿱⿰丿一⿻一隹
𨫞	⿰釒匙
𨫟	⿰釒梁
𨫠	⿰釒雀
𨫡	⿰釒健
𨫢	⿰釒商
𨫣	⿱球金
𨫤	⿰釒通
𨫥	⿱將金
𨫦	⿱⿰〾幸丸金
𨫧	⿰釒習
𨫨	⿰釒⿱求灬
𨫩	⿰釒速
𨫪	⿰釒〾堇
𨫫	⿰釒頃
𨫬	⿰釒乾
𨫭	⿰釒陵
𨫮	⿰釒⿶⿹弋貝一
𨫯	⿰釒蛇
𨫰	⿰釒⿱吅央
𨫱	⿰釒⿱艹夆
𨫲	⿰釒莊
𨫳	⿰釒⿱艹夋
𨫴	〾罅
𨫵	⿰釒國
𨫷	⿰釒魚
𨫸	⿰釒盒
𨫹	〾琴
𨫺	〾鏊
𨫻	⿰釒推
𨫼	⿰釒敖
𨫽	⿰釒莘
𨫾	⿰釒敕
𨫿	〾盔
𨬁	⿲釒⿱䒑巾⿻升丶
𨬂	⿰金⿱〾咎心
𨬃	⿰釒〾窗
𨬄	⿰釒〾叟
𨬅	⿰鋃斤
𨬆	⿰釒雩
𨬇	⿳亠⿰圭丸金
𨬈	⿰釒麻
𨬉	⿰釒堆
𨬊	⿰釒教
𨬋	⿰釒冕
𨬌	⿰釒崑
𨬍	⿰釒隋
𨬎	⿰釒筒
𨬏	⿰釒⿱〾利木
𨬐	⿱厥金
𨬑	⿸厤金
𨬒	⿰釒敢
𨬓	⿰釒越
𨬔	⿰釒閏
𨬕	⿰釒⿱古幸
𨬖	⿰釒孱
𨬗	⿰釒須
𨬘	⿰釒⿱艹⿱𠫓木
𨬙	⿰釒啻
𨬚	⿰釒黹
𨬛	⿳艹⿰水水金
𨬜	⿰釒厦
𨬝	⿱⿰坴丮金
𨬞	⿰釒爲
𨬟	⿰釒辜
𨬠	⿰釒⿰⿳山一⿱丿土攵
𨬡	⿰釒渠
𨬢	⿰釒羡
𨬣	⿰釒着
𨬤	⿰金〾烹
𨬥	⿰釒覚
𨬦	⿰金⿸产⿱七手
𨬧	⿴⿱冂一丨
𨬨	⿰釒⿳𠫓冖牟
𨬩	⿰釒琴
𨬪	⿳廿⿴北口金
𨬫	⿰釒凱
𨬬	⿰釒富
𨬭	⿰金⿶凵丵
𨬮	⿱楙金
𨬯	⿰釒犀
𨬰	⿰釒項
𨬱	⿰釒⿱品亏
𨬲	〾罅
𨬳	〾罅
𨬴	⿱八目
𨬵	⿰釒⿱日辛
𨬶	〾罅
𨬷	〾罅
𨬸	⿰釒⿱罒豕
𨬹	⿰金⿱丿眾
𨬺	⿰釒⿱隹內
𨬻	⿰釒等
𨬼	⿰釒⿱〾竹舌
𨬽	⿱鄉金
𨬾	⿰釒筆
𨬿	⿰釒〾耋
𨭀	⿰金〾鬲
𨭁	⿰釒⿱⿻大丷⿱𠆢氺
𨭂	〾剥
𨭃	⿰釒⿱〾尚牙
𨭄	⿰金⿻甲共
𨭅	⿰釒⿳山𠫓冉
𨭇	⿰釒〾垂
𨭈	⿲金犭苖
𨭉	⿱斌金
𨭊	⿰釒⿱⿱〾炎冖几
𨭋	⿰金寕
𨭌	⿰釒彭
𨭍	⿰釒悲
𨭏	⿰釒腔
𨭐	⿰釒單
𨭑	⿱統金
𨭒	⿱金腔
𨭓	⿰釒⿹⿶戈十吉
𨭔	⿱絲金
𨭕	⿰釒豋
𨭖	⿰釒亶
𨭗	⿰釒會
𨭘	⿰釒黽
𨭙	⿰金⿱⿳宀⿻龷一八㔾
𨭚	⿰釒剽
𨭛	⿰釒葛
𨭜	⿰釒〾曼
𨭝	⿰釒煞
𨭞	⿵⿱⿱亡口⿰月凡金
𨭟	⿰釒⿹戈⿱正灬
𨭠	⿰釒靳
𨭡	⿰釒滔
𨭢	⿲釒⿱立月犬
𨭣	⿰釒楚
𨭥	⿰釒業
𨭦	⿰釒圓
𨭧	⿳宀⿰目目金
𨭨	⿰釒慈
𨭩	⿰釒新
𨭪	⿰釒道
𨭫	⿰釒⿺辶面
𨭬	⿰釒萬
𨭭	⿰釒零
𨭮	⿰釒盞
𨭯	⿰金勤
𨭰	⿰釒聖
𨭱	⿰釒⿹⿶戈十里
𨭳	⿰釒⿱串同
